EventDate,EventTimestamp,PseudoID,SessionID,EventName,TrafficSource,DeviceCategory,AppVersion,UserProperties,EventParams
2026-01-08,1767867437637,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,auth_login_success,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""otp_code"",""method"":""otp"",""crm_campaign"":""crm_212""}"
2026-01-08,1767867440739,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,screen_view,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-08,1767867444161,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,screen_view,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-08,1767867445199,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,click,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""back_home"",""crm_campaign"":""crm_641""}"
2026-01-08,1767867448152,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,screen_view,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home"",""crm_campaign"":""crm_677""}"
2026-01-08,1767867450702,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,click,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""back_home""}"
2026-01-08,1767867452443,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,screen_view,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home"",""crm_campaign"":""crm_341""}"
2026-01-08,1767867454378,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,click,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""open_order_history""}"
2026-01-08,1767867456946,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,screen_view,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""order_history""}"
2026-01-08,1767867459265,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,click,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""order_history"",""button"":""back_home""}"
2026-01-08,1767867462474,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,screen_view,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-08,1767867463989,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,click,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""open_services_hub""}"
2026-01-08,1767867465432,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,screen_view,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""services_hub""}"
2026-01-08,1767867467577,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,click,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""button"":""open_services_hub"",""crm_campaign"":""crm_169""}"
2026-01-08,1767867468830,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,screen_view,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""services_hub""}"
2026-01-08,1767867471936,p_36128_u_0354cebe97,u_36128_s_2026-W02_0003200,click,email,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2025-03"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_36128"",""first_touch_source"":""email"",""first_touch_campaign_id"":""crm_208"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""button"":""back_home""}"
2026-01-07,1767782938000,p_30709_u_b1cc437897,u_30709_s_2026-W02_0003201,screen_view,direct,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-02"",""is_new_user"":false,""loyalty_tier"":""gold"",""user_id"":""u_30709"",""first_touch_source"":""paid_search"",""first_touch_campaign_id"":""cmp_603"",""app_version"":""5.9.0""}","{""screen"":""auth_login""}"
2026-01-07,1767782941103,p_30709_u_b1cc437897,u_30709_s_2026-W02_0003201,click,direct,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-02"",""is_new_user"":false,""loyalty_tier"":""gold"",""user_id"":""u_30709"",""first_touch_source"":""paid_search"",""first_touch_campaign_id"":""cmp_603"",""app_version"":""5.9.0""}","{""screen"":""auth_login"",""button"":""login_submit""}"
2026-01-07,1767782944346,p_30709_u_b1cc437897,u_30709_s_2026-W02_0003201,click,direct,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-02"",""is_new_user"":false,""loyalty_tier"":""gold"",""user_id"":""u_30709"",""first_touch_source"":""paid_search"",""first_touch_campaign_id"":""cmp_603"",""app_version"":""5.9.0""}","{""screen"":""auth_login"",""button"":""biometric_auth""}"
2026-01-07,1767782945258,p_30709_u_b1cc437897,u_30709_s_2026-W02_0003201,auth_login_success,direct,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-02"",""is_new_user"":false,""loyalty_tier"":""gold"",""user_id"":""u_30709"",""first_touch_source"":""paid_search"",""first_touch_campaign_id"":""cmp_603"",""app_version"":""5.9.0""}","{""screen"":""auth_login"",""method"":""biometric""}"
2026-01-07,1767782948293,p_30709_u_b1cc437897,u_30709_s_2026-W02_0003201,screen_view,direct,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-02"",""is_new_user"":false,""loyalty_tier"":""gold"",""user_id"":""u_30709"",""first_touch_source"":""paid_search"",""first_touch_campaign_id"":""cmp_603"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-07,1767782949969,p_30709_u_b1cc437897,u_30709_s_2026-W02_0003201,screen_view,direct,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-02"",""is_new_user"":false,""loyalty_tier"":""gold"",""user_id"":""u_30709"",""first_touch_source"":""paid_search"",""first_touch_campaign_id"":""cmp_603"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-07,1767782953220,p_30709_u_b1cc437897,u_30709_s_2026-W02_0003201,click,direct,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-02"",""is_new_user"":false,""loyalty_tier"":""gold"",""user_id"":""u_30709"",""first_touch_source"":""paid_search"",""first_touch_campaign_id"":""cmp_603"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""food_home_tile""}"
2026-01-07,1767782954273,p_30709_u_b1cc437897,u_30709_s_2026-W02_0003201,screen_view,direct,android,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-02"",""is_new_user"":false,""loyalty_tier"":""gold"",""user_id"":""u_30709"",""first_touch_source"":""paid_search"",""first_touch_campaign_id"":""cmp_603"",""app_version"":""5.9.0""}","{""screen"":""restaurant_list"",""service"":""food_delivery""}"
2026-01-06,1767708513000,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""auth_login""}"
2026-01-06,1767708515557,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""auth_login"",""button"":""login_submit""}"
2026-01-06,1767708518284,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""otp_code""}"
2026-01-06,1767708520472,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""otp_code"",""button"":""otp_submit""}"
2026-01-06,1767708522975,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,auth_login_success,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""otp_code"",""method"":""otp""}"
2026-01-06,1767708524437,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-06,1767708527216,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-06,1767708529139,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""back_home""}"
2026-01-06,1767708532382,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-06,1767708533883,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""open_services_hub""}"
2026-01-06,1767708535781,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub""}"
2026-01-06,1767708536944,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""button"":""back_home""}"
2026-01-06,1767708540028,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-06,1767708543385,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""open_profile""}"
2026-01-06,1767708545164,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""profile""}"
2026-01-06,1767708547302,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""profile"",""button"":""back_home""}"
2026-01-06,1767708549424,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-06,1767708550673,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""open_services_hub""}"
2026-01-06,1767708552807,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub""}"
2026-01-06,1767708555884,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""button"":""open_services_hub""}"
2026-01-06,1767708557380,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""ui_variant"":""redesign""}"
2026-01-06,1767708560462,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""button"":""open_services_hub""}"
2026-01-06,1767708562751,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub""}"
2026-01-06,1767708564570,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""button"":""open_services_hub""}"
2026-01-06,1767708567476,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub""}"
2026-01-06,1767708570975,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""button"":""open_services_hub""}"
2026-01-06,1767708573632,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub""}"
2026-01-06,1767708575452,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""services_hub"",""button"":""back_home""}"
2026-01-06,1767708578545,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,screen_view,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home""}"
2026-01-06,1767708580412,p_40029_u_40db765e7e,u_40029_s_2026-W02_0003202,click,organic,ios,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""auth"",""cohort_month"":""2024-08"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_40029"",""first_touch_source"":""push"",""first_touch_campaign_id"":""crm_246"",""app_version"":""5.9.0""}","{""screen"":""home"",""button"":""open_order_history""}"
2026-01-08,1767863591000,p_07883_u_a1d5fc4c3e,u_07883_s_2026-W02_0003203,screen_view,direct,web,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-05"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_07883"",""first_touch_source"":""organic"",""first_touch_campaign_id"":""null"",""app_version"":""5.9.0""}","{""screen"":""auth_login""}"
2026-01-08,1767863592167,p_07883_u_a1d5fc4c3e,u_07883_s_2026-W02_0003203,click,direct,web,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-05"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_07883"",""first_touch_source"":""organic"",""first_touch_campaign_id"":""null"",""app_version"":""5.9.0""}","{""screen"":""auth_login"",""button"":""login_submit""}"
2026-01-08,1767863595606,p_07883_u_a1d5fc4c3e,u_07883_s_2026-W02_0003203,screen_view,direct,web,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-05"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_07883"",""first_touch_source"":""organic"",""first_touch_campaign_id"":""null"",""app_version"":""5.9.0""}","{""screen"":""otp_code""}"
2026-01-08,1767863598581,p_07883_u_a1d5fc4c3e,u_07883_s_2026-W02_0003203,click,direct,web,5.9.0,"{""app_name"":""NimbleEats"",""user_status"":""guest"",""cohort_month"":""2024-05"",""is_new_user"":false,""loyalty_tier"":""none"",""user_id"":""u_07883"",""first_touch_source"":""organic"",""first_touch_campaign_id"":""null"",""app_version"":""5.9.0""}","{""screen"":""otp_code"",""button"":""otp_submit""}"
